Id,Label,Type
17490.0,17490.0,Customer
13069.0,13069.0,Customer
12433.0,12433.0,Customer
13426.0,13426.0,Customer
17364.0,17364.0,Customer
14441.0,14441.0,Customer
16446.0,16446.0,Customer
17389.0,17389.0,Customer
17001.0,17001.0,Customer
15694.0,15694.0,Customer
17428.0,17428.0,Customer
16954.0,16954.0,Customer
15492.0,15492.0,Customer
12423.0,12423.0,Customer
12518.0,12518.0,Customer
14051.0,14051.0,Customer
16558.0,16558.0,Customer
17497.0,17497.0,Customer
14498.0,14498.0,Customer
15344.0,15344.0,Customer
12985.0,12985.0,Customer
15910.0,15910.0,Customer
17754.0,17754.0,Customer
14422.0,14422.0,Customer
14446.0,14446.0,Customer
18102.0,18102.0,Customer
16626.0,16626.0,Customer
12662.0,12662.0,Customer
15311.0,15311.0,Customer
16705.0,16705.0,Customer
12526.0,12526.0,Customer
12713.0,12713.0,Customer
17581.0,17581.0,Customer
12748.0,12748.0,Customer
13777.0,13777.0,Customer
15804.0,15804.0,Customer
13113.0,13113.0,Customer
12680.0,12680.0,Customer
14251.0,14251.0,Customer
13408.0,13408.0,Customer
16523.0,16523.0,Customer
16217.0,16217.0,Customer
14191.0,14191.0,Customer
16219.0,16219.0,Customer
13924.0,13924.0,Customer
17856.0,17856.0,Customer
14520.0,14520.0,Customer
15237.0,15237.0,Customer
17631.0,17631.0,Customer
17677.0,17677.0,Customer
14291.0,14291.0,Customer
12358.0,12358.0,Customer
13436.0,13436.0,Customer
13468.0,13468.0,Customer
15443.0,15443.0,Customer
16238.0,16238.0,Customer
15520.0,15520.0,Customer
15453.0,15453.0,Customer
18210.0,18210.0,Customer
14129.0,14129.0,Customer
16891.0,16891.0,Customer
12256.0,12256.0,Customer
12621.0,12621.0,Customer
12437.0,12437.0,Customer
18109.0,18109.0,Customer
13394.0,13394.0,Customer
14135.0,14135.0,Customer
16442.0,16442.0,Customer
14217.0,14217.0,Customer
15877.0,15877.0,Customer
15187.0,15187.0,Customer
15159.0,15159.0,Customer
17841.0,17841.0,Customer
15214.0,15214.0,Customer
16161.0,16161.0,Customer
14646.0,14646.0,Customer
17315.0,17315.0,Customer
14698.0,14698.0,Customer
17830.0,17830.0,Customer
13314.0,13314.0,Customer
17436.0,17436.0,Customer
17522.0,17522.0,Customer
16210.0,16210.0,Customer
14719.0,14719.0,Customer
14138.0,14138.0,Customer
17673.0,17673.0,Customer
13954.0,13954.0,Customer
13102.0,13102.0,Customer
16933.0,16933.0,Customer
13860.0,13860.0,Customer
15399.0,15399.0,Customer
13298.0,13298.0,Customer
16892.0,16892.0,Customer
15189.0,15189.0,Customer
17668.0,17668.0,Customer
17243.0,17243.0,Customer
17528.0,17528.0,Customer
14056.0,14056.0,Customer
17644.0,17644.0,Customer
14653.0,14653.0,Customer
13510.0,13510.0,Customer
13680.0,13680.0,Customer
13521.0,13521.0,Customer
13263.0,13263.0,Customer
13098.0,13098.0,Customer
17554.0,17554.0,Customer
14415.0,14415.0,Customer
16833.0,16833.0,Customer
14730.0,14730.0,Customer
13269.0,13269.0,Customer
14569.0,14569.0,Customer
13013.0,13013.0,Customer
17451.0,17451.0,Customer
15484.0,15484.0,Customer
16358.0,16358.0,Customer
15898.0,15898.0,Customer
16688.0,16688.0,Customer
13890.0,13890.0,Customer
14796.0,14796.0,Customer
17757.0,17757.0,Customer
13404.0,13404.0,Customer
16322.0,16322.0,Customer
13471.0,13471.0,Customer
15431.0,15431.0,Customer
13798.0,13798.0,Customer
14911.0,14911.0,Customer
13599.0,13599.0,Customer
14435.0,14435.0,Customer
17491.0,17491.0,Customer
14621.0,14621.0,Customer
12955.0,12955.0,Customer
15439.0,15439.0,Customer
13536.0,13536.0,Customer
13026.0,13026.0,Customer
17405.0,17405.0,Customer
15208.0,15208.0,Customer
16794.0,16794.0,Customer
17144.0,17144.0,Customer
17675.0,17675.0,Customer
16401.0,16401.0,Customer
15156.0,15156.0,Customer
17530.0,17530.0,Customer
17949.0,17949.0,Customer
13318.0,13318.0,Customer
13077.0,13077.0,Customer
14606.0,14606.0,Customer
14702.0,14702.0,Customer
15796.0,15796.0,Customer
12720.0,12720.0,Customer
12583.0,12583.0,Customer
14708.0,14708.0,Customer
16539.0,16539.0,Customer
12828.0,12828.0,Customer
12912.0,12912.0,Customer
13089.0,13089.0,Customer
17503.0,17503.0,Customer
14397.0,14397.0,Customer
17017.0,17017.0,Customer
16458.0,16458.0,Customer
13949.0,13949.0,Customer
14141.0,14141.0,Customer
14910.0,14910.0,Customer
13743.0,13743.0,Customer
14794.0,14794.0,Customer
17511.0,17511.0,Customer
14769.0,14769.0,Customer
12826.0,12826.0,Customer
13023.0,13023.0,Customer
17091.0,17091.0,Customer
17049.0,17049.0,Customer
16817.0,16817.0,Customer
15969.0,15969.0,Customer
13267.0,13267.0,Customer
13882.0,13882.0,Customer
16191.0,16191.0,Customer
15568.0,15568.0,Customer
17238.0,17238.0,Customer
17412.0,17412.0,Customer
13685.0,13685.0,Customer
18219.0,18219.0,Customer
17835.0,17835.0,Customer
13668.0,13668.0,Customer
16000.0,16000.0,Customer
15984.0,15984.0,Customer
16678.0,16678.0,Customer
14534.0,14534.0,Customer
14527.0,14527.0,Customer
15195.0,15195.0,Customer
17232.0,17232.0,Customer
15136.0,15136.0,Customer
17042.0,17042.0,Customer
12839.0,12839.0,Customer
15750.0,15750.0,Customer
14087.0,14087.0,Customer
18272.0,18272.0,Customer
15498.0,15498.0,Customer
18237.0,18237.0,Customer
16393.0,16393.0,Customer
17590.0,17590.0,Customer
14904.0,14904.0,Customer
16368.0,16368.0,Customer
18092.0,18092.0,Customer
